"Roasted Pumpkin Tortelloni, Sage, Buttermilk, Panchetta, Kale","Contains: Gluten, Lactose, Sulphites","A Seated Affair, Extra / Lunch & Dinner"
"Pink Roast Beef Tenderloin, Pickled Kohlrabi, Potato Pave, Red Wine Jus","Contains: Lactose, Sulphites","A Seated Affair, Extra / Lunch & Dinner"
"Poached Dory, Blackened Leek, Kohlrabi Fondent, Yarra Valley Wakame Caviar, Champagne Reduction, Sea Parsley","Contains: Fish, Lactose, Sulphites","A Seated Affair, Extra / Lunch & Dinner"
"Moroccan Couscous, Roast Lamb, Pomegranate Seed, Roasted Pumpkin, Lemon Dressing",Contains: Gluten,"Curate Your Plate, Salad / Dd"
"Black Rice, Toasted Coconut, Cranberry, Parsley, Citrus Dressing",,"Curate Your Plate, Salad / Dd"
"Roasted Chickpea, Pumpkin, Baby Spinich, Green Goddess Dressing","Contains: Lupins, Lactose","Curate Your Plate, Salad / Dd"
"German Style Potato Salad, Crispy Bacon, Cornichons, Mustard Dressing",Contains: Sulphites,"Curate Your Plate, Salad / Dd"
"Kale, Quinoa, Slow Cooked Chicken, Greens, Hemp Seed",Contains: Lupins,"Curate Your Plate, Salad / Dd"
"Roasted Beets, Fresh Curd, Hazelnut, Pomegranate Molasses","Contains: Lactose, Tree Nuts","Curate Your Plate, Salad / Dd"
"Orecchiette Pasta, Oven Dried Tomato, Persian Feta, Salasa Verde Dressing","Contains: Gluten, Lactose","Curate Your Plate, Salad / Dd"
"Ocean Trout, Poke Bowl, Wild Rice, Bean Shoots, Green Onion, Ponzu Dressing","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Vegan Poke Bowl, Compressed Watermelon, Sushi Ricem Ginger, Edamame, Furikake","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Handmade Rice Paper Rolls, Puffed Tofu, Rice Noodles, Vietnamese Mint, Yum Yum Sauce","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Glass Noodle Bowl, Wok Tossed Beef, Pickled Carrot, Cucumber, Asian Herbs","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Braised Ginger - Soy Mushroom Bowl, Sushi Rice, Pickled Red Onion, Shiso","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Soba Noodle Bowl With Nori, Seared Tuna And Wakame Salad","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"La Mien Noodle Bowl, Poached Chicken, Carrot, Cucumber, Japanese Mustard Dressing","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Tandoori Chicken, Roasted Capsicum, Yoghurt Raita, Baby Spinach, Naan Wrap","Contains: Fish, Gluten","Curate Your Plate, Substantial Cold / Dd"
"Corned Gippsland Beef, Green Tomato And Jalapen Chutney, Swiss Cheese, Light Rye","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
"Grandmother Ham, Victorian Cheddar, Seeded Mustard , Single Origin Sourdough","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
"Poached Chicken, Celery, Walnut, Chive Aioli, Grain Bread","Contains: Fish, Tree Nuts","Curate Your Plate, Substantial Cold / Dd"
"Capsicum Pepronata, Vegan Feta, Rocket, Schiacciata",Contains: Fish,"Curate Your Plate, Substantial Cold / Dd"
"Curry Spice Egg, Sundried Tomato, Baby Spinach, Wrap",Contains: Fish,"Curate Your Plate, Substantial Cold / Dd"
"Sopressa Salami, Mozzarella, Pickles, Wholemeal","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
Pistachio& Raspberry Financier,"Contains: Gluten, Lactose, Tree Nuts","Curate Your Plate, Sweets / Dd"
Tartlet - Raspberry,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - Lemon,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - Vanilla,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - Chocolate & Hazelnut,"Contains: Gluten, Lactose, Tree Nuts","Curate Your Plate, Sweets / Dd"
Boutique Cupcake,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Vegan Chocolate Raspberry Cake,,"Curate Your Plate, Sweets / Dd"
Lemon Chiffon Cake,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - Yuzu,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - Raspberry,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - Vanilla,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Portuguese Custard Tart,"Contains: Soy, Gluten, Lactose","Curate Your Plate, Sweets / Dd"
"Braised Ox Cheek, Heirloom Carrot, Potato Gratin, Witlof-citrus Salad","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Seafood Tagine, Couscous, Date Chuteny, Cucumber Salad","Contains: Shellfish, Fish or Mollusc, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Duck Legs, Yellow Curry, Lychee, Snake Bean, Jasmine Rice, Herb Salad","Contains: Soy, Fish, Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Whole Roast Chicken, Smokey Onion, Reggiano Polenta, House Pickles","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Slow Roasted Pork Belly, 5 Spice, Asian Greens, Eastern Slaw, Lotus Root",Contains: Sulphites,"Curate Your Plate, Hot Dish / Dd"
"Root Vegetable Terrine, Heriloom Tomato, Baby Coz",,"Curate Your Plate, Hot Dish / Dd"
"Roasted Lamb Shoulder, Crushed Potatoes, Shaved Fennel Salad","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
Moroccan Chicken Tagine With Preserved Lemon And Couscous,"Contains: Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Thai Vegetable Curry With Basil, Bamboo Shoots And Steamed Rice","Contains: Soy, Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"White Bean Quesadilla, Pico De Gallo And Vegan ""cream Fraiche""","Contains: Lupins, Gluten","Curate Your Plate, Hot Dish / Dd"
"Tikka Tofu Wrap, Coriander, Chili, Vegan Raita",Contains: Gluten,"Curate Your Plate, Hot Dish / Dd"
"Mac And Cheese, Eggplant Bacon","Contains: Gluten, Lactose","Curate Your Plate, Hot Dish / Dd"
"Sweet Potato Empanada, Mojo Rojo",,"Curate Your Plate, Hot Dish / Dd"
"Mushroom, Thyme, Caramelized Onion Tart",,"Curate Your Plate, Hot Dish / Dd"
"Vegan Beef And Gravy Pie, Homemade Ketchup",Contains: Gluten,"Curate Your Plate, Hot Dish / Dd"
"Jackfruit Sliders, Vegan Bbq, Fermented Red Cabbage",Contains: Sulphites,"Curate Your Plate, Hot Dish / Dd"
"Roasted Tomato Tart, Papita Pesto",,"Curate Your Plate, Hot Dish / Dd"
"Smashed Pea, Mint Parcel, Spiced Coconut Yoghurt",,"Curate Your Plate, Hot Dish / Dd"
"Mushroom Katsu, Curry Veganaise, Preserved Red Onions Cucmber, Vegan Bun","Contains: Soy, Gluten, Sesame Seeds","Curate Your Plate, Hot Dish / Dd"
"Potato, Leek, Native Thyme Croquettes, Roasted Capsicum Aioli","Contains: Gluten, Lactose","Curate Your Plate, Hot Dish / Dd"
"Steamed Jackfruit Bao, Mushroom Xo","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Hot Dish / Dd"
"Orecchiette, Tuscan Sausage, Kale, Olives, Pecorino","Contains: Gluten, Lactose, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Bucatini, Wagyu Bolognaise, Burrata, Basil","Contains: Gluten, Lactose","Curate Your Plate, Pasta Dish / Dd"
"Spaghetti, Rocket Pesto, Tomato, Chili","Contains: Gluten, Tree Nuts","Curate Your Plate, Pasta Dish / Dd"
"Cesarecce, Slow Cooked Lamb Ragu, Pecorino","Contains: Gluten, Lactose, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Gnocchi, Roasted Pumpkin Cream, Dill, Pepitas",Contains: Gluten,"Curate Your Plate, Pasta Dish / Dd"
"Calamarata, Peas, Prosciutto, Rocket","Contains: Gluten, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Conchiglie, Capsicum, Pancetta, Mushroom","Contains: Gluten, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Tortellini, Chicken, Bacon, Spinach, Pine Nut, Creamy Tomato","Contains: Gluten, Lactose, Tree Nuts, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Braised Ox Cheek, Heirloom Carrot, Potato Gratin, Witlof-citrus Salad","Contains: Gluten, Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Seafood Tagine, Couscous, Date Chuteny, Cucumber Salad","Contains: Shellfish, Fish or Mollusc, Gluten, Sulphites","Lunch, Hot Dish / Dd"
"Duck Legs, Yellow Curry, Lychee, Snake Bean, Jasmine Rice, Herb Salad","Contains: Soy, Fish, Gluten, Sulphites","Lunch, Hot Dish / Dd"
"Whole Roast Chicken, Smokey Onion, Reggiano Polenta, House Pickles","Contains: Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Slow Roasted Pork Belly, 5 Spice, Asian Greens, Eastern Slaw, Lotus Root","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Hot Dish / Dd"
"Root Vegetable Terrine, Heriloom Tomato, Baby Coz",,"Lunch, Hot Dish / Dd"
"Roasted Lamb Shoulder, Crushed Potatoes, Shaved Fennel Salad","Contains: Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Orecchiette, Tuscan Sausage, Kale, Olives, Pecorino","Contains: Gluten, Lactose, Sulphites","Lunch, Pasta / Dd"
"Bucatini, Wagyu Bolognaise, Burrata, Basil","Contains: Gluten, Lactose","Lunch, Pasta / Dd"
"Spaghetti, Rocket Pesto, Tomato, Chili","Contains: Gluten, Tree Nuts","Lunch, Pasta / Dd"
"Cesarecce, Slow Cooked Lamb Ragu, Pecorino","Contains: Gluten, Lactose, Sulphites","Lunch, Pasta / Dd"
"Gnocchi, Roasted Pumpkin Cream, Dill, Pepitas",Contains: Gluten,"Lunch, Pasta / Dd"
"Calamarata, Peas, Prosciutto, Rocket","Contains: Gluten, Sulphites","Lunch, Pasta / Dd"
"Conchiglie, Capsicum, Pancetta, Mushroom","Contains: Gluten, Sulphites","Lunch, Pasta / Dd"
"Tortellini, Chicken, Bacon, Spinach, Pine Nut, Creamy Tomato","Contains: Gluten, Lactose, Tree Nuts, Sulphites","Lunch, Pasta / Dd"
"White Bean Quesadilla, Pico De Gallo And Vegan ""cream Fraiche""","Contains: Lupins, Gluten","Lunch, Plant Based Snack / Dd"
"Potato, Leek, Native Thyme Croquettes, Roasted Capsicum Aioli","Contains: Gluten, Lactose","Lunch, Plant Based Snack / Dd"
"Tikka Tofu Wrap, Coriander, Chili, Vegan Raita",Contains: Gluten,"Lunch, Plant Based Snack / Dd"
"Steamed Jackfruit Bao, Mushroom Xo","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Lunch, Plant Based Snack / Dd"
"Mac And Cheese, Eggplant Bacon","Contains: Gluten, Lactose","Lunch, Plant Based Snack / Dd"
"Mushroom Katsu, Curry Veganaise, Preserved Red Onion, Cucumber, Vegan Bun","Contains: Soy, Gluten, Sesame Seeds","Lunch, Plant Based Snack / Dd"
"Moroccan Couscous, Roast Lamb, Pomegranate Seed, Roasted Pumpkin, Lemon Dressing",Contains: Gluten,"Lunch, Salad / Dd"
"Black Rice, Toasted Coconut, Cranberry, Parsley, Citrus Dressing",,"Lunch, Salad / Dd"
"Roasted Chickpea, Pumpkin, Baby Spinich, Green Goddess Dressing","Contains: Lupins, Lactose","Lunch, Salad / Dd"
"German Style Potato Salad, Crispy Bacon, Cornichons, Mustard Dressing",Contains: Sulphites,"Lunch, Salad / Dd"
"Kale, Quinoa, Slow Cooked Chicken, Greens, Hemp Seed",Contains: Lupins,"Lunch, Salad / Dd"
"Roasted Beets, Fresh Curd, Hazelnut, Pomegranate Molasses","Contains: Lactose, Tree Nuts","Lunch, Salad / Dd"
"Orecchiette Pasta, Oven Dried Tomato, Persian Feta, Salasa Verde Dressing","Contains: Gluten, Lactose","Lunch, Salad / Dd"
"Ocean Trout Poke Bowl, Wild Rice, Bean Shoot, Green Onion, Ponzu Dressing","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Vegan Poke Bowl, Compressed Watermelon, Sushi Rice, Ginger, Edamame, Furikake","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Handmade Rice Paper Rolls, Puffed Tofu, Rice Noodle, Vietnamese Mint, Yum Yum Sauce","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Glassed Noodle Bowl, Wok Tossed Beef, Pickled Carrot, Pickled Cucumber, Asian Herbs","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Braised Ginger, Soy Mushroom Bowl, Sushi Rice, Pickled Onions, Shiso","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Soba Noodle Bowl With Nori, Seared Tuna And Wakame Seaweed","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"La Mien Noodle Bowl, Poached Chicken, Carrot, Cucumber, Japanese Mustard Dressing","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Tandoori Chicken, Roasted Capsicum, Yoghurt Raita, Baby Spinach, Naan Wrap","Contains: Fish, Gluten","Lunch, Substantial Sandwiches / Dd"
"Corned Gippsland Beef, Green Tomato And Jalapeno Chutney, Swiss Cheese, Light Rye","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
"Grandmother Ham, Victorian Cheddar, Seeded Mustard, Single Origin Grain Sourdough","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
"Poached Chicken, Celery, Walnut, Chive Aioli, Grain Bagel","Contains: Fish, Tree Nuts","Lunch, Substantial Sandwiches / Dd"
"Capsicum Peperonata, Vegan Feta, Rocket, Schiacciata",Contains: Fish,"Lunch, Substantial Sandwiches / Dd"
"Curry Spiced Egg, Sundried Tomato, Baby Spinach, Wrap",Contains: Fish,"Lunch, Substantial Sandwiches / Dd"
"Sopressa Salami, Mozzarella, Pickles, Whole Meal","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
Pistachio& Raspberry Financier,"Contains: Gluten, Lactose, Tree Nuts","Lunch, Sweets / Dd"
Tartlet - Raspberry,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - Lemon,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - Vanilla,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - Chocolate & Hazelnut,"Contains: Gluten, Lactose, Tree Nuts","Lunch, Sweets / Dd"
Boutique Cupcake,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Vegan Chocolate Raspberry Cake,,"Lunch, Sweets / Dd"
Lemon Chiffon Cake,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - Yuzu,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - Raspberry,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - Vanilla,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Portuguese Custard Tart,"Contains: Soy, Gluten, Lactose","Lunch, Sweets / Dd"
"Strawberry, Pink Grapefruit, Yuzu Pearl",,"In-between, Something Plant Based And Sweet / Dd"
"Berries, Coco Nibs, Valrhona Chocolate Biscuit",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Carrot Cake, Vegan Vanilla Glaze",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Raspberry, 70% Chocolate Gateaux",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Chia, Passionfruit, Toasted Coconut, Verrine",,"In-between, Something Plant Based And Sweet / Dd"
Biscoff Fudge Brownie,Contains: Gluten,"In-between, Something Plant Based And Sweet / Dd"
"Truffle Brie, Mushroom Croissant","Contains: Gluten, Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Braised Lamb, Rosemary Sausage Roll With Bush Tomato Chutney","Contains: Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Chorizo, Guindilla, Manchego Jaffel, Romesco","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Scrambled Egg, Panchetta, Green Tomato Chutney, Brioche Bun","Contains: Gluten, Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Focaccia, Roasted Pumpkin, Coast Rosemary, Fresh Curd","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Spiced Corn Empanada, Mint Crema",Contains: Lactose,"In-between, Somthins Savory / Dd"
"Smoked Salmon Quiche, Dill Cream","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Gianduja Chocolate Tart, Hazelnut Praline","Contains: Gluten, Lactose, Tree Nuts","In-between, Something Sweet / Dd"
"Pavlova, Mango Cremeux, Passionfruit, White Chocolate",Contains: Lactose,"In-between, Something Sweet / Dd"
"Raspberry Lamington, Raspberry Gel","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
"Chocolate Brownie, Chocolate Cremeux","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
"Mini Coffee Madeleine, Milk Chocolate","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
Macarons,"Contains: Lactose, Tree Nuts","In-between, Something Sweet / Dd"
"Sweet Potato Empanada, Mojo Rojo",,"In-between, Something Plant Based Savory / Dd"
"Mushroom, Thyme, Caramelized Onion Tart",,"In-between, Something Plant Based Savory / Dd"
"Vegan Beef And Gravy Pie, Homemade Ketchup",Contains: Gluten,"In-between, Something Plant Based Savory / Dd"
"Jackfruit Sliders, Vegan Bbq, Fermented Red Cabbage",Contains: Sulphites,"In-between, Something Plant Based Savory / Dd"
"Roasted Tomato Tart, Papita Pesto",,"In-between, Something Plant Based Savory / Dd"
"Smashed Pea, Mint Parcel, Spiced Coconut Yoghurt",Contains: Gluten,"In-between, Something Plant Based Savory / Dd"
"Softshell Crab, Chili Caramel, Papaya Salad","Contains: Soy, Shellfish, Fish, Sulphites","Elevate And Engage, $25 Station / Canape"
"Braised Beef Cheeks, Master Stock, Rice Cakes, Asian Herbs","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Prawn Rolls - Poached Australian Prawns, Lemon, Cucumber, Apple, Chervil, Bao Bun","Contains: Shellfish, Gluten","Elevate And Engage, $25 Station / Canape"
Paella Andalusian - Best Selection Of Seafood And Spanish Chorizo Paella,"Contains: Shellfish, Fish or Mollusc, Fish, Sulphites","Elevate And Engage, $25 Station / Canape"
"Mushroom Risotto - Local Mushrooms, Truffles, Parmesan","Contains: Lactose, Sulphites","Elevate And Engage, $25 Station / Canape"
