"Roasted chickpea, pumpkin, baby spinich, green goddess dressing ","Contains: Lupins, Lactose","Curate Your Plate, Salad / Dd"
"German style potato salad, crispy bacon, cornichons, mustard dressing ",Contains: Sulphites,"Curate Your Plate, Salad / Dd"
"Kale, quinoa, slow cooked chicken, greens, hemp seed ",Contains: Lupins,"Curate Your Plate, Salad / Dd"
"Roasted beets, fresh curd, hazelnut, pomegranate molasses","Contains: Lactose, Tree Nuts","Curate Your Plate, Salad / Dd"
"Orecchiette pasta, oven dried tomato, persian feta, salasa verde dressing ","Contains: Gluten, Lactose","Curate Your Plate, Salad / Dd"
"Ocean trout, poke bowl, wild rice, bean shoots, green onion, ponzu dressing ","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Vegan poke bowl, compressed watermelon, sushi ricem ginger, edamame, furikake","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Handmade rice paper rolls, puffed tofu, rice noodles, vietnamese mint, yum yum sauce","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Glass noodle bowl, wok tossed beef, pickled carrot, cucumber, asian herbs ","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Braised ginger - soy mushroom bowl, sushi rice, pickled red onion, shiso","Contains: Soy, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Soba noodle bowl with nori, seared tuna and wakame salad ","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"La mien noodle bowl, poached chicken, carrot, cucumber, Japanese mustard dressing ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Substantial Cold / Dd"
"Tandoori chicken, roasted capsicum, yoghurt raita, baby spinach, naan wrap ","Contains: Fish, Gluten","Curate Your Plate, Substantial Cold / Dd"
"Corned gippsland beef, green tomato and jalapen chutney, swiss cheese, light rye ","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
"Grandmother ham, victorian cheddar, seeded mustard , single origin sourdough ","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
"Poached chicken, celery, walnut, chive aioli, grain bread ","Contains: Fish, Tree Nuts","Curate Your Plate, Substantial Cold / Dd"
"Capsicum pepronata, vegan feta, rocket, schiacciata ",Contains: Fish,"Curate Your Plate, Substantial Cold / Dd"
"Curry spice egg, sundried tomato, baby spinach, wrap",Contains: Fish,"Curate Your Plate, Substantial Cold / Dd"
"Sopressa salami, mozzarella, pickles, wholemeal","Contains: Fish, Gluten, Sulphites","Curate Your Plate, Substantial Cold / Dd"
Pistachio& raspberry financier,"Contains: Gluten, Lactose, Tree Nuts","Curate Your Plate, Sweets / Dd"
Tartlet - raspberry,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - lemon ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - vanilla,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Tartlet - chocolate & hazelnut ,"Contains: Gluten, Lactose, Tree Nuts","Curate Your Plate, Sweets / Dd"
Boutique cupcake ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Vegan chocolate raspberry cake,,"Curate Your Plate, Sweets / Dd"
Lemon chiffon cake ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - yuzu ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - raspberry ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Madeleines - vanilla ,"Contains: Gluten, Lactose","Curate Your Plate, Sweets / Dd"
Portuguese custard tart ,"Contains: Soy, Gluten, Lactose","Curate Your Plate, Sweets / Dd"
"Braised Ox cheek, heirloom carrot, potato gratin, witlof-citrus salad ","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Seafood tagine, couscous, date chuteny, cucumber salad ","Contains: Shellfish, Fish or Mollusc, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Duck legs, yellow curry, lychee, snake bean, jasmine rice, herb salad ","Contains: Soy, Fish, Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Whole roast chicken, smokey onion, reggiano polenta, house pickles ","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Slow roasted pork belly, 5 spice, asian greens, eastern slaw, lotus root ",Contains: Sulphites,"Curate Your Plate, Hot Dish / Dd"
"Root vegetable terrine, heriloom tomato, baby coz ",,"Curate Your Plate, Hot Dish / Dd"
"Roasted lamb shoulder, crushed potatoes, shaved fennel salad ","Contains: Lactose, Sulphites","Curate Your Plate, Hot Dish / Dd"
Moroccan chicken tagine with preserved lemon and couscous,"Contains: Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"Thai vegetable curry with basil, bamboo shoots and steamed rice ","Contains: Soy, Gluten, Sulphites","Curate Your Plate, Hot Dish / Dd"
"White bean quesadilla, pico de gallo and vegan ""cream fraiche""","Contains: Lupins, Gluten","Curate Your Plate, Hot Dish / Dd"
"Tikka tofu wrap, coriander, chili, vegan raita ",Contains: Gluten,"Curate Your Plate, Hot Dish / Dd"
"Mac and cheese, eggplant bacon","Contains: Gluten, Lactose","Curate Your Plate, Hot Dish / Dd"
"Sweet potato empanada, mojo rojo",,"Curate Your Plate, Hot Dish / Dd"
"Mushroom, thyme, caramelized onion tart ",,"Curate Your Plate, Hot Dish / Dd"
"Vegan beef and gravy pie, homemade ketchup ",Contains: Gluten,"Curate Your Plate, Hot Dish / Dd"
"Jackfruit sliders, vegan bbq, fermented red cabbage ",Contains: Sulphites,"Curate Your Plate, Hot Dish / Dd"
"Roasted tomato tart, papita pesto ",,"Curate Your Plate, Hot Dish / Dd"
"Smashed pea, mint parcel, spiced coconut yoghurt",,"Curate Your Plate, Hot Dish / Dd"
"Mushroom katsu, curry veganaise, preserved red onions cucmber, vegan bun","Contains: Soy, Gluten, Sesame Seeds","Curate Your Plate, Hot Dish / Dd"
"Potato, leek, native thyme croquettes, roasted capsicum aioli ","Contains: Gluten, Lactose","Curate Your Plate, Hot Dish / Dd"
"Steamed jackfruit bao, mushroom XO","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Curate Your Plate, Hot Dish / Dd"
"Orecchiette, tuscan sausage, kale, olives, pecorino ","Contains: Gluten, Lactose, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Bucatini, wagyu bolognaise, burrata, basil ","Contains: Gluten, Lactose","Curate Your Plate, Pasta Dish / Dd"
"Spaghetti, rocket pesto, tomato, chili","Contains: Gluten, Tree Nuts","Curate Your Plate, Pasta Dish / Dd"
"Cesarecce, slow cooked lamb ragu, pecorino ","Contains: Gluten, Lactose, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Gnocchi, roasted pumpkin cream, dill, pepitas ",Contains: Gluten,"Curate Your Plate, Pasta Dish / Dd"
"Calamarata, peas, prosciutto, rocket ","Contains: Gluten, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Conchiglie, capsicum, pancetta, mushroom ","Contains: Gluten, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Tortellini, chicken, bacon, spinach, pine nut, creamy tomato  ","Contains: Gluten, Lactose, Tree Nuts, Sulphites","Curate Your Plate, Pasta Dish / Dd"
"Braised Ox cheek, heirloom carrot, potato gratin, witlof-citrus salad ","Contains: Gluten, Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Seafood tagine, couscous, date chuteny, cucumber salad ","Contains: Shellfish, Fish or Mollusc, Gluten, Sulphites","Lunch, Hot Dish / Dd"
"Duck legs, yellow curry, lychee, snake bean, jasmine rice, herb salad ","Contains: Soy, Fish, Gluten, Sulphites","Lunch, Hot Dish / Dd"
"Whole roast chicken, smokey onion, reggiano polenta, house pickles ","Contains: Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Slow roasted pork belly, 5 spice, asian greens, eastern slaw, lotus root ","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Hot Dish / Dd"
"Root vegetable terrine, heriloom tomato, baby coz ",,"Lunch, Hot Dish / Dd"
"Roasted lamb shoulder, crushed potatoes, shaved fennel salad ","Contains: Lactose, Sulphites","Lunch, Hot Dish / Dd"
"Orecchiette, tuscan sausage, kale, olives, pecorino ","Contains: Gluten, Lactose, Sulphites","Lunch, Pasta / Dd"
"Bucatini, wagyu bolognaise, burrata, basil ","Contains: Gluten, Lactose","Lunch, Pasta / Dd"
"Spaghetti, rocket pesto, tomato, chili","Contains: Gluten, Tree Nuts","Lunch, Pasta / Dd"
"Cesarecce, slow cooked lamb ragu, pecorino ","Contains: Gluten, Lactose, Sulphites","Lunch, Pasta / Dd"
"Gnocchi, roasted pumpkin cream, dill, pepitas ",Contains: Gluten,"Lunch, Pasta / Dd"
"Calamarata, peas, prosciutto, rocket ","Contains: Gluten, Sulphites","Lunch, Pasta / Dd"
"Conchiglie, capsicum, pancetta, mushroom ","Contains: Gluten, Sulphites","Lunch, Pasta / Dd"
"Tortellini, chicken, bacon, spinach, pine nut, creamy tomato  ","Contains: Gluten, Lactose, Tree Nuts, Sulphites","Lunch, Pasta / Dd"
"White bean quesadilla, pico de gallo and vegan ""cream fraiche""","Contains: Lupins, Gluten","Lunch, Plant Based Snack / Dd"
"Potato, leek, native thyme croquettes, roasted capsicum aioli ","Contains: Gluten, Lactose","Lunch, Plant Based Snack / Dd"
"Tikka tofu wrap, coriander, chili, vegan raita ",Contains: Gluten,"Lunch, Plant Based Snack / Dd"
"Steamed jackfruit bao, mushroom xo ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Lunch, Plant Based Snack / Dd"
"Mac and cheese, eggplant bacon ","Contains: Gluten, Lactose","Lunch, Plant Based Snack / Dd"
"Mushroom katsu, curry veganaise, preserved red onion, cucumber, vegan bun","Contains: Soy, Gluten, Sesame Seeds","Lunch, Plant Based Snack / Dd"
"Moroccan couscous, roast lamb, pomegranate seed, roasted pumpkin, lemon dressing ",Contains: Gluten,"Lunch, Salad / Dd"
"Black rice, toasted coconut, cranberry, parsley, citrus dressing ",,"Lunch, Salad / Dd"
"Roasted chickpea, pumpkin, baby spinich, green goddess dressing ","Contains: Lupins, Lactose","Lunch, Salad / Dd"
"German style potato salad, crispy bacon, cornichons, mustard dressing ",Contains: Sulphites,"Lunch, Salad / Dd"
"Kale, quinoa, slow cooked chicken, greens, hemp seed ",Contains: Lupins,"Lunch, Salad / Dd"
"Roasted beets, fresh curd, hazelnut, pomegranate molasses","Contains: Lactose, Tree Nuts","Lunch, Salad / Dd"
"Orecchiette pasta, oven dried tomato, persian feta, salasa verde dressing ","Contains: Gluten, Lactose","Lunch, Salad / Dd"
"Ocean trout poke bowl, wild rice, bean shoot, green onion, ponzu dressing ","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Vegan poke bowl, compressed watermelon, sushi rice, ginger, edamame, furikake ","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Handmade rice paper rolls, puffed tofu, rice noodle, vietnamese mint, yum yum sauce","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Glassed noodle bowl, wok tossed beef, pickled carrot, pickled cucumber, asian herbs","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Braised ginger, soy mushroom bowl, sushi rice, pickled onions, shiso ","Contains: Soy, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Soba noodle bowl with nori, seared tuna and wakame seaweed ","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"La mien noodle bowl, poached chicken, carrot, cucumber, japanese mustard dressing ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Lunch, Substantial Cold / Dd"
"Tandoori chicken, roasted capsicum, yoghurt raita, baby spinach, naan wrap","Contains: Fish, Gluten","Lunch, Substantial Sandwiches / Dd"
"Corned gippsland beef, green tomato and jalapeno chutney, swiss cheese, light rye ","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
"Grandmother ham, victorian cheddar, seeded mustard, single origin grain sourdough ","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
"Poached chicken, celery, walnut, chive aioli, grain bagel ","Contains: Fish, Tree Nuts","Lunch, Substantial Sandwiches / Dd"
"Capsicum peperonata, vegan feta, rocket, schiacciata ",Contains: Fish,"Lunch, Substantial Sandwiches / Dd"
"Curry spiced egg, sundried tomato, baby spinach, wrap ",Contains: Fish,"Lunch, Substantial Sandwiches / Dd"
"Sopressa salami, mozzarella, pickles, whole meal ","Contains: Fish, Gluten, Sulphites","Lunch, Substantial Sandwiches / Dd"
Pistachio& raspberry financier,"Contains: Gluten, Lactose, Tree Nuts","Lunch, Sweets / Dd"
Tartlet - raspberry,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - lemon ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - vanilla,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Tartlet - chocolate & hazelnut ,"Contains: Gluten, Lactose, Tree Nuts","Lunch, Sweets / Dd"
Boutique cupcake ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Vegan chocolate raspberry cake,,"Lunch, Sweets / Dd"
Lemon chiffon cake ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - yuzu ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - raspberry ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Madeleines - vanilla ,"Contains: Gluten, Lactose","Lunch, Sweets / Dd"
Portuguese custard tart ,"Contains: Soy, Gluten, Lactose","Lunch, Sweets / Dd"
"Strawberry, pink grapefruit, yuzu pearl",,"In-between, Something Plant Based And Sweet / Dd"
"Berries, coco nibs, valrhona chocolate biscuit ",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Carrot cake, vegan vanilla glaze",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Raspberry, 70% chocolate gateaux ",Contains: Tree Nuts,"In-between, Something Plant Based And Sweet / Dd"
"Chia, passionfruit, toasted coconut, verrine ",,"In-between, Something Plant Based And Sweet / Dd"
Biscoff fudge brownie ,Contains: Gluten,"In-between, Something Plant Based And Sweet / Dd"
"Truffle brie, mushroom croissant ","Contains: Gluten, Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Braised lamb, rosemary sausage roll with bush tomato chutney ","Contains: Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Chorizo, guindilla, manchego jaffel, romesco ","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Scrambled egg, panchetta, green tomato chutney, brioche bun ","Contains: Gluten, Lactose, Sulphites","In-between, Somthins Savory / Dd"
"Focaccia, roasted pumpkin, coast rosemary, fresh curd ","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Spiced corn empanada, mint crema ",Contains: Lactose,"In-between, Somthins Savory / Dd"
"Smoked salmon quiche, dill cream ","Contains: Gluten, Lactose","In-between, Somthins Savory / Dd"
"Gianduja chocolate tart, hazelnut praline ","Contains: Gluten, Lactose, Tree Nuts","In-between, Something Sweet / Dd"
"Pavlova, mango cremeux, passionfruit, white chocolate",Contains: Lactose,"In-between, Something Sweet / Dd"
"Raspberry lamington, raspberry gel ","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
"Chocolate brownie, chocolate cremeux","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
"Mini coffee madeleine, milk chocolate ","Contains: Gluten, Lactose","In-between, Something Sweet / Dd"
Macarons,"Contains: Lactose, Tree Nuts","In-between, Something Sweet / Dd"
"Sweet potato empanada, mojo rojo",,"In-between, Something Plant Based Savory / Dd"
"Mushroom, thyme, caramelized onion tart ",,"In-between, Something Plant Based Savory / Dd"
"Vegan beef and gravy pie, homemade ketchup ",Contains: Gluten,"In-between, Something Plant Based Savory / Dd"
"Jackfruit sliders, vegan bbq, fermented red cabbage ",Contains: Sulphites,"In-between, Something Plant Based Savory / Dd"
"Roasted tomato tart, papita pesto ",,"In-between, Something Plant Based Savory / Dd"
"Smashed pea, mint parcel, spiced coconut yoghurt",Contains: Gluten,"In-between, Something Plant Based Savory / Dd"
"Softshell crab, chili caramel, papaya salad","Contains: Soy, Shellfish, Fish, Sulphites","Elevate And Engage, $25 Station / Canape"
"Braised beef cheeks, master stock, rice cakes, asian herbs ","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Prawn rolls - Poached Australian prawns, lemon, cucumber, apple, chervil, bao bun ","Contains: Shellfish, Gluten","Elevate And Engage, $25 Station / Canape"
Paella Andalusian - best selection of seafood and spanish chorizo paella ,"Contains: Shellfish, Fish or Mollusc, Fish, Sulphites","Elevate And Engage, $25 Station / Canape"
"Mushroom risotto - Local mushrooms, truffles, parmesan ","Contains: Lactose, Sulphites","Elevate And Engage, $25 Station / Canape"
"Kingfish ceviche - young coconut, spring onion, chili, cucmber ",Contains: Fish,"Elevate And Engage, $25 Station / Canape"
"Duck pancake - peking duck, green onions, hoisin sauce, pancakes ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Souvlaki - lamb strips, flat bread, tzatziki, tomato, onion ","Contains: Gluten, Lactose","Elevate And Engage, $25 Station / Canape"
"Arepas, pan fried maze pockets, cheese, pulled pork, black beans ","Contains: Lupins, Lactose","Elevate And Engage, $25 Station / Canape"
"Brisket rolls, smoked brisket, homemade bbq sauce, red cabbage slaw, pickles, grilled corn ","Contains: Gluten, Sulphites","Elevate And Engage, $25 Station / Canape"
"Morten bay bug tostadas - grilled bay bugs, blue corn tortilla, avocado",Contains: Shellfish,"Elevate And Engage, $25 Station / Canape"
"Beef tacos - slow braised korean short rib, kimchi slaw, coriander, spiced mayo ","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Fish tacos - beer battered snapper, red cabbage slaw, lime crema, pico de gallo","Contains: Fish, Gluten, Lactose","Elevate And Engage, $25 Station / Canape"
"Pistachio Baklava - caramelized filo sheets, pistachio espuma, caramelized pistachio, pistachio powder ","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $25 Sweet Station / Canape"
"Kunafa - crispy shredded filo, akawi cheese, rose water sugar syrup, crushed pistachio ","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $25 Sweet Station / Canape"
"Oysters & caviar - seasonal market oysters, yuzu, ponzu, mingonette, and Yarra Valley caviar ","Contains: Fish or Mollusc, Fish, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Cheese station - Selection or artisan Victorian cheeses, handmade lavosh and crispbreads, quince paste, chutney, dried and fresh fruit","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Charcuterie station - Selection of Victorian artisan meats, homemade pickles, local olives, handmade lavosh and crispbread ","Contains: Gluten, Sulphites","Elevate And Engage, $30 Stations, Canape"
